Acinetobacter	Anabaena	Bacillus	Bdellovibrio	Burkholderia	Chlamydia	Chlamydophila	Clostridium	Escherichia	Lactococcus	Microcystis	Mycobacterium	Prochlorococcus	Pseudomonas	Salmonella	Shigella	Staphylococcus	Streptococcus	Synechococcus	Vibrio	Yersinia
mcl_202	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_203	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_204	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_206	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
mcl_211	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
mcl_213	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
mcl_214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
mcl_218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mcl_219	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
mcl_222	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_224	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
mcl_225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
mcl_226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mcl_229	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
mcl_234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
mcl_236	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_237	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mcl_238	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_239	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_241	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_243	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_252	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mcl_253	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
mcl_255	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
mcl_256	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
mcl_259	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_280	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
mcl_284	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_286	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_287	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_288	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_289	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
mcl_291	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_294	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_295	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
mcl_303	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_306	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_307	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_310	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
mcl_315	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
mcl_319	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
mcl_320	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
mcl_321	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_322	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mcl_324	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
mcl_325	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_326	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_327	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
mcl_328	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_329	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mcl_330	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
mcl_331	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
mcl_332	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_333	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_334	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_337	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_339	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_340	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_342	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
mcl_343	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_344	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_345	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_346	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
mcl_347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
mcl_348	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_349	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_350	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_352	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mcl_353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
mcl_356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_359	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_361	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mcl_364	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
mcl_366	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mcl_369	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
mcl_386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
mcl_393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
mcl_400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
mcl_402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
mcl_413	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
mcl_414	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
mcl_415	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
mcl_416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_422	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mcl_436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_442	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_443	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_444	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_445	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_446	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_455	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
mcl_458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
mcl_459	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
mcl_460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1
mcl_469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
mcl_470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
mcl_471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_484	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
mcl_486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_487	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_488	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_495	0	0	0	0	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	0	1
mcl_506	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
mcl_508	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
mcl_509	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
mcl_519	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0
mcl_533	0	0	0	0	0	0	0	0	20	0	0	0	0	0	4	1	0	0	0	0	0
mcl_548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
mcl_555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
mcl_557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
mcl_569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
mcl_572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
mcl_575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
mcl_577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
mcl_580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
mcl_581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
mcl_582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
mcl_583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
mcl_585	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
mcl_588	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
mcl_592	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
mcl_596	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	3	0
mcl_609	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0
mcl_610	0	0	0	0	1	0	0	0	0	0	0	0	9	1	0	0	0	0	1	0	0
mcl_611	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_612	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_616	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0
mcl_617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
mcl_618	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
mcl_619	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
mcl_620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
mcl_623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
mcl_625	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
mcl_627	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_628	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
mcl_630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
mcl_631	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0
mcl_632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mcl_636	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mcl_638	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
mcl_639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
mcl_640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
mcl_646	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mcl_648	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mcl_662	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_663	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_664	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mcl_665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
mcl_673	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_679	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_681	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mcl_682	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_685	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
mcl_696	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0
mcl_699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
mcl_700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
mcl_703	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_705	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mcl_707	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
mcl_711	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_713	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0
mcl_720	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
mcl_725	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mcl_726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
mcl_727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mcl_728	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
mcl_729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
mcl_732	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
mcl_733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
mcl_734	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
mcl_738	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
mcl_740	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_741	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
mcl_746	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0
mcl_756	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
mcl_764	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_768	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
mcl_770	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_771	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
mcl_778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_779	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
mcl_780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_782	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
mcl_783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
mcl_784	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_787	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
mcl_790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
mcl_794	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
mcl_801	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_802	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
mcl_803	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcl_805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mcl_807	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0
mcl_808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mcl_809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
